16.05.2023                                    Salida dinámica de lista                                                                                         1


 Cta.mayor				*
 Sociedad				GV01


		 St	Asignación		Nº doc.	Fecha doc.	Fe.contab.	CT	 Importe en ML	ML	Texto	    ImpteML2	ML2	Lib.mayor
			CCAJ-SC39/184/20		113072187	19.04.2023	19.04.2023	40	     7.366,28	BOB		   1.058,37	USD	101044032
			45113503222 de:JOR		2000342109	19.04.2023	19.04.2023	50	-841,80	BOB	45113503222 de:JORDAN YABETA DIANA LIZB	-120,95	USD	101044032
			45113503284 de:GOM		2000342110	19.04.2023	19.04.2023	50	-1.149,40	BOB	45113503284 de:GOMEZ MONCADA RUBEN DANI	-165,14	USD	101044032
			45153343406 de:GAB		2000342111	19.04.2023	19.04.2023	50	-8.709,70	BOB	45153343406 de:GABRIEL LIZARAZU JUAN CA	-1.251,39	USD	101044032
			51417875996 Nota:		2000342113	19.04.2023	19.04.2023	50	-3.250,68	BOB	51417875996 Nota: de HOBO INVERSIONES	-467,05	USD	101044032
			52617280883 de: MU		2000342114	19.04.2023	19.04.2023	50	-345,00	BOB	52617280883 de: MUNDO INTEGRAL SRL	-49,57	USD	101044032
			45133350042 de:LA		2000342115	19.04.2023	19.04.2023	50	-1.024,80	BOB	45133350042 de:LA PANATTERIA S.R.L. (Ba	-147,24	USD	101044032
			45133350277 de:ANT		2000342116	19.04.2023	19.04.2023	50	-1.053,00	BOB	45133350277 de:ANTELO SAAVEDRA CARLA LO	-151,29	USD	101044032
			45173406646 de:HIL		2000342128	19.04.2023	19.04.2023	50	-150,30	BOB	45173406646 de:HILDE LIZ WAGNER GUTIERR	-21,59	USD	101044032
			45123487731 de:HUB		2000342130	19.04.2023	19.04.2023	50	-396,00	BOB	45123487731 de:HUBMOVE S.R.L. (Banco Na	-56,90	USD	101044032
			51167835410 Nota:		2000342107	19.04.2023	19.04.2023	50	-297,74	BOB	51167835410 Nota: de ATC	-42,78	USD	101044032
			18110516640 CAMPER		2000342112	19.04.2023	19.04.2023	50	-2.754,30	BOB	18110516640 CAMPERO SALAZAR JOAQUIN Doc	-395,73	USD	101044032
			18040518486 WILDER		2000342108	19.04.2023	19.04.2023	50	-410,50	BOB	18040518486 WILDER DARCO REQUENA ANTEZA	-58,98	USD	101044032
					113071812	19.04.2023	19.04.2023	40	   100.000,00	BOB	SC TRASPASO DE FONDOS	  14.367,82	USD	101044032
					113071812	19.04.2023	19.04.2023	40	    70.000,00	BOB	SC TRASPASO DE FONDOS	  10.057,47	USD	101044032
			51218003943 de: I.		2000342119	19.04.2023	19.04.2023	50	-70.000,00	BOB	51218003943 de: I.V.S.A.	-10.057,47	USD	101044032
			51417878143 de: I.		2000342120	19.04.2023	19.04.2023	50	-100.000,00	BOB	51417878143 de: I.V.S.A.	-14.367,82	USD	101044032
			45173406632 de:MAC		2000342125	19.04.2023	19.04.2023	50	-50.559,89	BOB	45173406632 de:MACRO FIDALGA LTDA (Banc	-7.264,35	USD	101044032
			45123487640 de:MAC		2000342126	19.04.2023	19.04.2023	50	-5.253,06	BOB	45123487640 de:MACRO FIDALGA LTDA (Banc	-754,75	USD	101044032
			45133350451 de:MAC		2000342127	19.04.2023	19.04.2023	50	-8.845,67	BOB	45133350451 de:MACRO FIDALGA LTDA (Banc	-1.270,93	USD	101044032
			45113504578 de:COP		2000342129	19.04.2023	19.04.2023	50	-11.256,00	BOB	45113504578 de:COPRECAL S.R.L. (Banco E	-1.617,24	USD	101044032
			45113504705 de:COP		2000342131	19.04.2023	19.04.2023	50	-10.480,00	BOB	45113504705 de:COPRECAL S.R.L. (Banco E	-1.505,75	USD	101044032
			45153345065 de:IRI		2000342132	19.04.2023	19.04.2023	50	-844,73	BOB	45153345065 de:IRISH PUBS BOLIVIA S.R.L	-121,37	USD	101044032
			45153345095 de:COS		2000342133	19.04.2023	19.04.2023	50	-1.212,00	BOB	45153345095 de:COSSIO BASCOPE MARIHOLY	-174,14	USD	101044032
			45123488623 de:SOF		2000342134	19.04.2023	19.04.2023	50	-629,79	BOB	45123488623 de:SOFISMARKET S.R.L. (Banc	-90,49	USD	101044032
			45113505589 de:ALF		2000342135	19.04.2023	19.04.2023	50	-475,98	BOB	45113505589 de:ALFARO ARIAS ANTONIO (Ba	-68,39	USD	101044032
			CCAJ-SC65/88/23		113072154	19.04.2023	19.04.2023	40	        24,59	BOB		       3,53	USD	101044032
			CCAJ-SC59/89/23		113072147	19.04.2023	19.04.2023	40	       445,67	BOB		      64,03	USD	101044032
			45113502915 de:KOR		2000342105	19.04.2023	19.04.2023	50	-546,51	BOB	45113502915 de:KOROPI SRL (Banco Crédit	-78,52	USD	101044032
			45123486063 de:KOR		2000342106	19.04.2023	19.04.2023	50	-11,60	BOB	45123486063 de:KOROPI SRL (Banco Crédit	-1,67	USD	101044032
			DISCRUZ		113081089	19.04.2023	19.04.2023	50	-251.308,70	BOB	LP. COMPENSACION DISCRUZ CCAJ-SC39/182/20	-36.107,58	USD	101044032
			DISCRUZ		113081089	19.04.2023	19.04.2023	40	   251.308,70	BOB	LP. COMPENSACION DISCRUZ CCAJ-SC39/182/20	  36.107,58	USD	101044032
			DISCRUZ		113071721	19.04.2023	19.04.2023	40	   251.308,70	BOB	LP. COMPENSACION DISCRUZ CCAJ-SC39/182/20	  36.107,58	USD	101044032
			DISCRUZ		113071721	19.04.2023	19.04.2023	50	-251.308,70	BOB	LP. COMPENSACION DISCRUZ CCAJ-SC39/182/20	-36.107,58	USD	101044032
			12180505743 CHOQUE		2000342118	19.04.2023	19.04.2023	50	-212.958,80	BOB	12180505743 CHOQUETIJLLA EINAR Doc.ID:C	-30.597,53	USD	101044032
			12180505742 CHOQUE		2000342117	19.04.2023	19.04.2023	50	-130.070,10	BOB	12180505742 CHOQUETIJLLA EINAR Doc.ID:C	-18.688,23	USD	101044032
			ORURO		113071738	19.04.2023	19.04.2023	40	     5.914,50	BOB	LP. COMPENSACION ORURO CCAJ-OR51/83/23	     849,78	USD	101044042
			ORURO		113071738	19.04.2023	19.04.2023	50	-5.914,50	BOB	LP. COMPENSACION ORURO CCAJ-OR51/83/23	-849,78	USD	101044042
			CCAJ-OR51/83/23		113070758	19.04.2023	19.04.2023	40	     5.914,50	BOB	LP.TRASP.CAJA M.N AG. ORURO 1 A BISA 0057 15.04	     849,78	USD	101044042
			ORURO		113071740	19.04.2023	19.04.2023	40	    99.290,90	BOB	LP. COMPENSACION ORURO CCAJ-OR52/73/202	  14.265,94	USD	101044042
			ORURO		113071740	19.04.2023	19.04.2023	50	-99.290,90	BOB	LP. COMPENSACION ORURO CCAJ-OR52/73/202	-14.265,94	USD	101044042
			51167835411 Nota:		2000342049	19.04.2023	19.04.2023	50	-160,56	BOB	51167835411 Nota: de ATC	-23,07	USD	101044042
			86020485649 RODRIG		2000342053	19.04.2023	19.04.2023	50	-6.226,80	BOB	86020485649 RODRIGUEZ CUETO ENRIQUE XAV	-894,66	USD	101044042
			CCAJ-OR52/74/202		113072163	19.04.2023	19.04.2023	40	     3.702,32	BOB		     531,94	USD	101044042
			CCAJ-OR52/74/202		113072163	19.04.2023	19.04.2023	40	    51.461,50	BOB		   7.393,89	USD	101044042
			CCAJ-OR52/74/202		113072163	19.04.2023	19.04.2023	40	     1.236,00	BOB		     177,59	USD	101044042
			CCAJ-OR52/74/202		113072163	19.04.2023	19.04.2023	40	    63.736,40	BOB		   9.157,53	USD	101044042
			45173405363 de:SOC		2000342050	19.04.2023	19.04.2023	50	-3.702,32	BOB	45173405363 de:SOCIEDAD INVERSORA PORVE	-531,94	USD	101044042
			16050581536 DAVID		2000342054	19.04.2023	19.04.2023	50	-51.461,50	BOB	16050581536 DAVID RODRIGO CHUMACERO VEG	-7.393,89	USD	101044042
			16220512315 OCAMPO		2000342055	19.04.2023	19.04.2023	50	-63.736,40	BOB	16220512315 OCAMPO CAYOJA ISRAEL LUIS D	-9.157,53	USD	101044042
			16240909352 PABLO		2000342052	19.04.2023	19.04.2023	50	-7.972,30	BOB	16240909352 PABLO RONALD ESCOBAR MONTA#	-1.145,45	USD	101044042
			16240909350 PABLO		2000342051	19.04.2023	19.04.2023	50	-43.622,70	BOB	16240909350 PABLO RONALD ESCOBAR MONTA#	-6.267,63	USD	101044042
			SUCRE		113071743	19.04.2023	19.04.2023	40	     2.334,90	BOB	LP. COMPENSACION SUCRE CCAJ-SR54/86/23	     335,47	USD	101044052
			SUCRE		113071743	19.04.2023	19.04.2023	50	-2.334,90	BOB	LP. COMPENSACION SUCRE CCAJ-SR54/86/23	-335,47	USD	101044052
			CCAJ-SR54/86/23		113070695	19.04.2023	19.04.2023	40	     2.334,90	BOB	LP.TRASP.CAJ.MN.AG. SUCRE 1 A BISA 0065 17.04	     335,47	USD	101044052
			SUCRE		113071748	19.04.2023	19.04.2023	50	-1,83	BOB	LP. COMPENSACION SUCRE CCAJ-SR24/86/23	-0,26	USD	101044052
			CCAJ-SR24/86/23		113070696	19.04.2023	19.04.2023	40	     3.964,80	BOB	LP.TRASP.CAJ.MN.AG. SUCRE 2 A BISA 0065 17.04	     569,66	USD	101044052
			SUCRE		113071750	19.04.2023	19.04.2023	40	    85.207,27	BOB	LP. COMPENSACION SUCRE CCAJ-SR27/73/202	  12.242,43	USD	101044052
			SUCRE		113071750	19.04.2023	19.04.2023	50	-85.207,27	BOB	LP. COMPENSACION SUCRE CCAJ-SR27/73/202	-12.242,43	USD	101044052
			14460261915 VEGA P		2000342139	19.04.2023	19.04.2023	50	-1.544,10	BOB	14460261915 VEGA PEREYRA ANA MARIA Doc.	-221,85	USD	101044052
			51167835412 Nota:		2000342138	19.04.2023	19.04.2023	50	-19,94	BOB	51167835412 Nota: de ATC	-2,86	USD	101044052
			14110627946 ZELAYA		2000342140	19.04.2023	19.04.2023	50	-2.522,10	BOB	14110627946 ZELAYA VARGAS MARCIAL Doc.I	-362,37	USD	101044052
			CCAJ-SR27/74/202		113072108	19.04.2023	19.04.2023	40	       859,00	BOB		     123,42	USD	101044052
			CCAJ-SR27/74/202		113072108	19.04.2023	19.04.2023	40	     1.290,80	BOB		     185,46	USD	101044052
			CCAJ-SR27/74/202		113072108	19.04.2023	19.04.2023	40	     2.203,00	BOB		     316,52	USD	101044052
			CCAJ-SR27/74/202		113072108	19.04.2023	19.04.2023	40	     1.746,00	BOB		     250,86	USD	101044052
			CCAJ-SR27/74/202		113072108	19.04.2023	19.04.2023	40	     8.746,04	BOB		   1.256,61	USD	101044052
			CCAJ-SR27/74/202		113072108	19.04.2023	19.04.2023	40	     7.464,98	BOB		   1.072,55	USD	101044052
			CCAJ-SR27/74/202		113072108	19.04.2023	19.04.2023	40	     4.834,96	BOB		     694,68	USD	101044052
			CCAJ-SR27/74/202		113072108	19.04.2023	19.04.2023	40	     8.746,04	BOB		   1.256,61	USD	101044052
			54710716766 de: DE		2000342136	19.04.2023	19.04.2023	50	-4.834,96	BOB	54710716766 de: DE LOAYZA MARIA	-694,68	USD	101044052
			54310717214 de: DE		2000342137	19.04.2023	19.04.2023	50	-8.746,04	BOB	54310717214 de: DE LOAYZA MARIA	-1.256,61	USD	101044052
			84350591940 PAMELA		2000342143	19.04.2023	19.04.2023	50	-60.643,90	BOB	84350591940 PAMELA ALVAREZ MORA Doc.ID:	-8.713,20	USD	101044052
			84350591937 PAMELA		2000342142	19.04.2023	19.04.2023	50	-123.319,20	BOB	84350591937 PAMELA ALVAREZ MORA Doc.ID:	-17.718,28	USD	101044052
			45113503756 de:CON		2000342141	19.04.2023	19.04.2023	50	-1.311,00	BOB	45113503756 de:CONDORI AQUINO MIRIAM (B	-188,36	USD	101044052
			45113504433 de:EMP		2000342145	19.04.2023	19.04.2023	50	-99,75	BOB	45113504433 de:EMPRESA UNIPERSONAL DE C	-14,33	USD	101044052
			45133350508 de:LOA		2000342146	19.04.2023	19.04.2023	50	-27.175,81	BOB	45133350508 de:LOAYZA CLAVIJO SERGIO ED	-3.904,57	USD	101044052
			45153345571 de:MUR		2000342147	19.04.2023	19.04.2023	50	-147,90	BOB	45153345571 de:MURILLO FLORES MARCELO (	-21,25	USD	101044052
			POTOSI		113071752	19.04.2023	19.04.2023	40	     2.259,10	BOB	LP. COMPENSACION POTOSI CCAJ-PT18/86/23	     324,58	USD	101044062
			POTOSI		113071752	19.04.2023	19.04.2023	50	-2.259,10	BOB	LP. COMPENSACION POTOSI CCAJ-PT18/86/23	-324,58	USD	101044062
			CCAJ-PT18/86/23		113070698	19.04.2023	19.04.2023	40	     2.259,10	BOB	LP.TRASP.CAJ.MN.AG. POTOSI 1 A BISA 0073 17.04	     324,58	USD	101044062
			87120298504 PORTUG		2000342058	19.04.2023	19.04.2023	50	-3.070,00	BOB	87120298504 PORTUGAL MURGUIA GUNNAR VIC	-441,09	USD	101044062
			CCAJ-PT53/75/202		113072020	19.04.2023	19.04.2023	40	     2.304,23	BOB		     331,07	USD	101044062
			CCAJ-PT53/75/202		113072020	19.04.2023	19.04.2023	40	     4.000,00	BOB		     574,71	USD	101044062
			17540411225 ARIEL		2000342057	19.04.2023	19.04.2023	50	-108.255,80	BOB	17540411225 ARIEL DIMAR IGLESIAS BOBARI	-15.553,99	USD	101044062
			17540411222 ARIEL		2000342056	19.04.2023	19.04.2023	50	-176.290,70	BOB	17540411222 ARIEL DIMAR IGLESIAS BOBARI	-25.329,12	USD	101044062
			TARIJA		113071754	19.04.2023	19.04.2023	50	-6,30	BOB	LP. COMPENSACION TARIJA CCAJ-TA06/86/23	-0,91	USD	101044072
			TARIJA		113071757	19.04.2023	19.04.2023	40	    15.272,81	BOB	LP. COMPENSACION TARIJA CCAJ-TA43/87/202	   2.194,37	USD	101044072
			TARIJA		113071757	19.04.2023	19.04.2023	50	-15.272,81	BOB	LP. COMPENSACION TARIJA CCAJ-TA43/87/202	-2.194,37	USD	101044072
			15210510428 NELVI		2000342062	19.04.2023	19.04.2023	50	-61.659,30	BOB	15210510428 NELVI JUANITA ROMERO CASTIL	-8.859,09	USD	101044072
			15210510430 NELVI		2000342063	19.04.2023	19.04.2023	50	-25.161,70	BOB	15210510430 NELVI JUANITA ROMERO CASTIL	-3.615,19	USD	101044072
			CCAJ-TA06/88/23		113072106	19.04.2023	19.04.2023	40	        81,84	BOB		      11,76	USD	101044072
			45133349450 de:GUT		2000342060	19.04.2023	19.04.2023	50	-10.904,80	BOB	45133349450 de:GUTIERREZ CHARUCSI SONIA	-1.566,78	USD	101044072
			45113503793 de:TER		2000342061	19.04.2023	19.04.2023	50	-300,14	BOB	45113503793 de:TERRAZAS CAMINO IRENE (B	-43,12	USD	101044072
			45133350731 de:MAL		2000342066	19.04.2023	19.04.2023	50	-733,44	BOB	45133350731 de:MALUENDA BALANZA MAURICI	-105,38	USD	101044072
			55510798871 de: JI		2000342067	19.04.2023	19.04.2023	50	-1.304,20	BOB	55510798871 de: JIMENEZ CRISTIAN	-187,39	USD	101044072
			45133350421 de:CHA		2000342064	19.04.2023	19.04.2023	50	-6.528,00	BOB	45133350421 de:CHAVARRIA ARMELLA BRAYAN	-937,93	USD	101044072
			45113504495 de:PAL		2000342065	19.04.2023	19.04.2023	50	-1.178,80	BOB	45113504495 de:PALACIO DE LAS MASAS DE	-169,37	USD	101044072
			TRINIDAD		113071760	19.04.2023	19.04.2023	40	     2.870,60	BOB	LP. COMPENSACION TRINIDAD CCAJ-TR50/86/23	     412,44	USD	101044082
			TRINIDAD		113071760	19.04.2023	19.04.2023	50	-2.870,60	BOB	LP. COMPENSACION TRINIDAD CCAJ-TR50/86/23	-412,44	USD	101044082
			CCAJ-TR50/86/23		113070699	19.04.2023	19.04.2023	40	     2.870,60	BOB	LP.TRASP.CAJ.MN.AG. TRINIDAD 1 A BISA 0090 17.04	     412,44	USD	101044082
			19240240080 BEYUMA		2000342149	19.04.2023	19.04.2023	50	-34.298,90	BOB	19240240080 BEYUMA VACA DAVID BEIMAR Do	-4.928,00	USD	101044082
			19260381653 OSCAR		2000342148	19.04.2023	19.04.2023	50	-1.425,20	BOB	19260381653 OSCAR LOAYZA SALVATIERRA Do	-204,77	USD	101044082
			19240240081 BEYUMA		2000342150	19.04.2023	19.04.2023	50	-17.570,70	BOB	19240240081 BEYUMA VACA DAVID BEIMAR Do	-2.524,53	USD	101044082
			RIBERALTA		113071762	19.04.2023	19.04.2023	40	    90.852,70	BOB	LP. COMPENSACION RIBERALTA CCAJ-RB01/71/202	  13.053,55	USD	101044092
			RIBERALTA		113071762	19.04.2023	19.04.2023	50	-90.852,70	BOB	LP. COMPENSACION RIBERALTA CCAJ-RB01/71/202	-13.053,55	USD	101044092
			CCAJ-RB01/71/202		113070726	19.04.2023	19.04.2023	40	    90.852,70	BOB	RB.DEP. DIRECTO A BANCO CCAJ-RB01/71/202 17.04	  13.053,55	USD	101044092
			89530143312 TERCER		2000342151	19.04.2023	19.04.2023	50	-21.332,70	BOB	89530143312 TERCEROS RAMIREZ VALERY DAN	-3.065,04	USD	101044092
			18740392316 HASSAN		2000342153	19.04.2023	19.04.2023	50	-70.068,30	BOB	18740392316 HASSAN FERREIRA ROBIN EDMUN	-10.067,28	USD	101044102
			COMPENSACIONES		113068976	18.04.2023	18.04.2023	40	   216.170,00	BOB	LP-COMPENSACIONES	  31.058,91	USD	101041002
			COMPENSACIONES		113068976	18.04.2023	18.04.2023	50	-216.170,00	BOB	LP-COMPENSACIONES	-31.058,91	USD	101041002
			TARIJA		113069493	18.04.2023	18.04.2023	40	     4.333,20	BOB	LP. COMPENSACION TARIJA CCAJ-TA06/85/23	     622,59	USD	101041002
			TARIJA		113069493	18.04.2023	18.04.2023	50	-4.333,20	BOB	LP. COMPENSACION TARIJA CCAJ-TA06/85/23	-622,59	USD	101041002
			CCAJ-TA06/85/23		113068968	18.04.2023	18.04.2023	40	     4.333,20	BOB	LP.TRASP.CAJ.MN.AG. TARIJEÑITA A MCSC 1329 14.04	     622,59	USD	101041002
			TARIJA		113069492	18.04.2023	18.04.2023	40	    15.249,64	BOB	LP. COMPENSACION TARIJA CCAJ-TA43/86/202	   2.191,04	USD	101041002
			TARIJA		113069492	18.04.2023	18.04.2023	50	-15.249,64	BOB	LP. COMPENSACION TARIJA CCAJ-TA43/86/202	-2.191,04	USD	101041002
			10629-173158 GUTIE		2000341855	18.04.2023	18.04.2023	50	-5.230,10	BOB	10629-173158 GUTIERREZ CONDORI BELZA-DEP	-751,45	USD	101041002
			6944-1044187 -CRED		2000341854	18.04.2023	18.04.2023	50	-163,00	BOB	6944-1044187 -CREDITO ACH -FREDDY FRANCI	-23,42	USD	101041002
			9671-109932 RUEDA		2000341851	18.04.2023	18.04.2023	50	-20.541,90	BOB	9671-109932 RUEDA DELGADO JOEL MOISES-D	-2.951,42	USD	101041002
			14507-28244 IVAN R		2000341852	18.04.2023	18.04.2023	50	-3.000,00	BOB	14507-28244 IVAN RODRIGO MAMANI CALCINA	-431,03	USD	101041002
			14507-28246 IVAN R		2000341853	18.04.2023	18.04.2023	50	-18,00	BOB	14507-28246 IVAN RODRIGO MAMANI CALCINA	-2,59	USD	101041002
			COMPENSACIONES		113069007	18.04.2023	18.04.2023	40	 1.306.350,00	BOB	LP-COMPENSACIONES	 187.693,96	USD	101041012
			COMPENSACIONES		113069007	18.04.2023	18.04.2023	50	-1.306.350,00	BOB	LP-COMPENSACIONES	-187.693,96	USD	101041012
			DISALTO		113069487	18.04.2023	18.04.2023	40	     1.820,20	BOB	LP. COMPENSACION DISALTO CCAJ-EA58/85/23	     261,52	USD	101041012
			DISALTO		113069487	18.04.2023	18.04.2023	50	-1.820,20	BOB	LP. COMPENSACION DISALTO CCAJ-EA58/85/23	-261,52	USD	101041012
			CCAJ-EA58/85/23		113068965	18.04.2023	18.04.2023	40	     1.820,20	BOB	LP.TRASP.CAJ.MN.AG. SATELITE A MCSC 6211 15.04	     261,52	USD	101041012
			13713-105502 QUISB		2000341864	18.04.2023	18.04.2023	50	-2.455,00	BOB	13713-105502 QUISBERT MAMANI ALICIA VIRG	-352,73	USD	101041012
			TRANSFERENCIA		113069196	18.04.2023	18.04.2023	40	 1.758.000,00	BOB	LP-TRASPASO DE FONDOS	 252.586,21	USD	101041022
			2452-2872293 INDUS		2000341867	18.04.2023	18.04.2023	50	-1.758.000,00	BOB	2452-2872293 INDUSTRIAS VENADO S.A.-NC T	-252.586,21	USD	101041022
			6946-1175504 -CRED		2000341866	18.04.2023	18.04.2023	50	-353,00	BOB	6946-1175504 -CREDITO ACH - JHONATAN LEO	-50,72	USD	101041022
			COMPENSACION		113069042	18.04.2023	18.04.2023	40	   435.074,37	BOB	SC COMPENSACION BMSC 2476	  62.510,69	USD	101041042
			COMPENSACION		113069042	18.04.2023	18.04.2023	50	-435.074,37	BOB	SC COMPENSACION BMSC 2476	-62.510,69	USD	101041042
			COMPENSACION		113069414	18.04.2023	18.04.2023	40	 2.178.000,00	BOB	SC COMPENSACION BMSC 2984	 312.931,03	USD	101041052
			COMPENSACION		113069414	18.04.2023	18.04.2023	50	-2.178.000,00	BOB	SC COMPENSACION BMSC 2984	-312.931,03	USD	101041052
			COMPENSACION		113069476	18.04.2023	18.04.2023	40	        74,00	BOB	SC COMPENSACION BMSC 2984	      10,64	USD	101041052
			COMPENSACION		113069476	18.04.2023	18.04.2023	50	-74,00	BOB	SC COMPENSACION BMSC 2984	-10,64	USD	101041052
			COMPENSACION		113069477	18.04.2023	18.04.2023	40	    36.391,00	BOB	SC COMPENSACION BMSC 2984	   5.228,59	USD	101041052
			COMPENSACION		113069477	18.04.2023	18.04.2023	50	-36.391,00	BOB	SC COMPENSACION BMSC 2984	-5.228,59	USD	101041052
			COMPENSACION		113069480	18.04.2023	18.04.2023	40	        21,00	BOB	SC COMPENSACION BMSC 2984	       3,02	USD	101041052
			COMPENSACION		113069480	18.04.2023	18.04.2023	50	-21,00	BOB	SC COMPENSACION BMSC 2984	-3,02	USD	101041052
			COMPENSACION		113069509	18.04.2023	18.04.2023	40	     1.326,71	BOB	SC COMPENSACION BMSC 2984	     190,61	USD	101041052
			COMPENSACION		113069509	18.04.2023	18.04.2023	50	-1.326,71	BOB	SC COMPENSACION BMSC 2984	-190,61	USD	101041052
			COMPENSACION		113069516	18.04.2023	18.04.2023	40	     1.089,78	BOB	SC COMPENSACION BMSC 2984	     156,58	USD	101041052
			COMPENSACION		113069516	18.04.2023	18.04.2023	50	-1.089,78	BOB	SC COMPENSACION BMSC 2984	-156,58	USD	101041052
			COMPENSACION		113069577	18.04.2023	18.04.2023	40	     3.592,00	BOB	SC COMPENSACION BMSC 2984	     516,10	USD	101041052
			COMPENSACION		113069577	18.04.2023	18.04.2023	50	-3.592,00	BOB	SC COMPENSACION BMSC 2984	-516,10	USD	101041052
			COMPENSACION		113069650	18.04.2023	18.04.2023	40	       419,82	BOB	SC COMPENSACION BMSC 2984	      60,31	USD	101041052
			COMPENSACION		113069650	18.04.2023	18.04.2023	50	-419,82	BOB	SC COMPENSACION BMSC 2984	-60,31	USD	101041052
					113069181	18.04.2023	18.04.2023	40	     2.000,00	BOB	SC TRASPASO DE FONDOS	     287,36	USD	101041052
					113071995	18.04.2023	18.04.2023	40	    21.997,61	BOB	SC DEPOSITO DE ADALID CUELLAR P/FINIQUITO	   3.160,58	USD	101041052
					113072045	18.04.2023	18.04.2023	40	        20,00	BOB	SC DEPOSITO DE FABIANA SERRATE	       2,87	USD	101041052
			6948-1022583 -CRED		2000341956	18.04.2023	18.04.2023	50	-20,00	BOB	6948-1022583 -CREDITO ACH - VALOR CREDIT	-2,87	USD	101041052
			6941-1749628 -CRED		2000341965	18.04.2023	18.04.2023	50	-2.000,00	BOB	6941-1749628 -CREDITO ACH - VALOR CREDIT	-287,36	USD	101041052
			9586-255407 MAMANI		2000341975	18.04.2023	18.04.2023	50	-21.997,61	BOB	9586-255407 MAMANI CARI MARIO-DEPOSITOS	-3.160,58	USD	101041052
					113069181	18.04.2023	18.04.2023	40	    22.000,00	BOB	SC TRASPASO DE FONDOS	   3.160,92	USD	101041052
					113069185	18.04.2023	18.04.2023	40	    28.000,00	BOB	SC TRASPASO DE FONDOS	   4.022,99	USD	101041052
			TRANSFERENCIA		113069201	18.04.2023	18.04.2023	40	   127.924,00	BOB	LP-TRASPASO DE FONDOS	  18.379,89	USD	101041052
					113071998	18.04.2023	17.04.2023	40	    85.763,97	BOB	SC DEPOSITO DE IVER ELVIS SEGOVIA P/FINIQUITO	  12.322,41	USD	101041052
			6942-1694420 -CRED		2000341964	18.04.2023	18.04.2023	50	-127.924,00	BOB	6942-1694420 -CREDITO ACH - VALOR CREDIT	-18.379,89	USD	101041052
			14600-2034333 -CRE		2000341966	18.04.2023	18.04.2023	50	-22.000,00	BOB	14600-2034333 -CREDITO ACH - VALOR CREDIT	-3.160,92	USD	101041052
			2452-2872248 INDUS		2000341967	18.04.2023	18.04.2023	50	-28.000,00	BOB	2452-2872248 INDUSTRIAS VENADO S.A.-NC T	-4.022,99	USD	101041052
			9586-255408 MAMANI		2000341977	18.04.2023	18.04.2023	50	-85.763,97	BOB	9586-255408 MAMANI CARI MARIO-DEPOSITOS	-12.322,41	USD	101041052
					113069181	18.04.2023	18.04.2023	40	   573.000,00	BOB	SC TRASPASO DE FONDOS	  82.327,59	USD	101041052
					113069181	18.04.2023	18.04.2023	40	   140.000,00	BOB	SC TRASPASO DE FONDOS	  20.114,94	USD	101041052
			TRANSFERENCIA		113069196	18.04.2023	18.04.2023	40	 1.758.000,00	BOB	LP-TRASPASO DE FONDOS	 252.586,21	USD	101041052
			TRANSFERENCIA		113069201	18.04.2023	18.04.2023	40	   539.000,00	BOB	LP-TRASPASO DE FONDOS	  77.442,53	USD	101041052
			TRANSFERENCIA		113069201	18.04.2023	18.04.2023	40	   147.000,00	BOB	LP-TRASPASO DE FONDOS	  21.120,69	USD	101041052
			TRANSFERENCIA		113069201	18.04.2023	18.04.2023	40	   155.000,00	BOB	LP-TRASPASO DE FONDOS	  22.270,11	USD	101041052
			14558-965733 -CRED		2000341959	18.04.2023	18.04.2023	50	-573.000,00	BOB	14558-965733 -CREDITO ACH - VALOR CREDIT	-82.327,59	USD	101041052
			14600-2034299 -CRE		2000341960	18.04.2023	18.04.2023	50	-539.000,00	BOB	14600-2034299 -CREDITO ACH - VALOR CREDIT	-77.442,53	USD	101041052
			14600-2034304 -CRE		2000341961	18.04.2023	18.04.2023	50	-155.000,00	BOB	14600-2034304 -CREDITO ACH - VALOR CREDIT	-22.270,11	USD	101041052
			14557-968800 -CRED		2000341962	18.04.2023	18.04.2023	50	-140.000,00	BOB	14557-968800 -CREDITO ACH - VALOR CREDIT	-20.114,94	USD	101041052
			14553-986051 -CRED		2000341963	18.04.2023	18.04.2023	50	-147.000,00	BOB	14553-986051 -CREDITO ACH - VALOR CREDIT	-21.120,69	USD	101041052
			7184-8554426 -CRED		2000341969	18.04.2023	18.04.2023	50	-1.758.000,00	BOB	7184-8554426 -CREDITO PLANILLA/PROV/TRAS	-252.586,21	USD	101041052
					113075349	18.04.2023	18.04.2023	40	       449,00	BOB	SC DEPOSITO DE CARLOS QUISPE	      64,51	USD	101041052
			14553-987405 -CRED		2000341972	18.04.2023	18.04.2023	50	-449,00	BOB	14553-987405 -CREDITO ACH - VALOR CREDIT	-64,51	USD	101041052
					113080737	18.04.2023	18.04.2023	50	-163,00	BOB	SC DEPOSITO DE FREDDY GARAVITO	-23,42	USD	101041052
					113072046	18.04.2023	18.04.2023	40	       163,00	BOB	SC DEPOSITO DE FREDDY GARAVITO	      23,42	USD	101041052
					113203567	18.04.2023	18.04.2023	40	     1.000,00	BOB	DEPOSITO DE CARLA TALAVERA	     143,68	USD	101041052
			6944-1045127 -CARL		2000341968	18.04.2023	18.04.2023	50	-1.000,00	BOB	6944-1045127 -CARLA ANDREA TALAVERA ZUNIGA	-143,68	USD	101041052
